wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
ams,stan1318,Arabic (Modern Standard),25,42,Eurasia,Semitic,Afro-Asiatic,False,False
skl,siku1242,Sikule,2.6666666667,96,Papunesia,Northwest Sumatra-Barrier Islands,Austronesian,False,False
mkh,None,Mongol (Khamnigan),49,117,None,Mongolic,Altaic,False,False
ngi,wang1291,Ngiyambaa,-31.75,145.5,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,True,True
yi,sich1238,Yi,24,104,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
kiw,sout2949, Kiwai (Southern),-8,143.5,Papunesia,Kiwaian,Kiwaian,False,False
she,sher1255,Sherpa,27.75,86.8333333333,Eurasia,Bodic,Sino-Tibetan,False,False
pum,pumi1242,Pumi,28,101,Eurasia,Qiangic,Sino-Tibetan,False,False
ots,east2556,Otomí (Sierra),20.6666666667,-98.8333333333,North America,Otomian,Oto-Manguean,False,False
lng,leng1262,Lengua,-22.5,-59,South America,Mascoian,Mascoian,False,False
ten,tenn1246,Tennet,4.4166666667,32.5,Africa,Surmic,Eastern Sudanic,False,False
nuk,nuka1242,Nukak,2.5,-71.5,South America,Cacua-Nukak,Cacua-Nukak,False,False
cat,embe1260,Catio,7.1666666667,-76.3333333333,South America,Choco,Choco,False,False
syu,salt1242,Salt-Yui,-6.2833333333,145.033333333,Papunesia,Chimbu,Trans-New Guinea,False,False
gor,goro1270,Gorowa,-4.5,36.5,Africa,Southern Cushitic,Afro-Asiatic,False,False
cck,chic1270,Chickasaw,34,-88,North America,Muskogean,Muskogean,False,False
mrc,rong1264,Marchha,30.25,79.5833333333,Eurasia,Bodic,Sino-Tibetan,False,False
ipi,indi1237,Indo-Pakistani Sign Language (Indian dialects),24,80,Eurasia,Sign Languages,other,False,False
mur,murs1242,Mursi,5.5833333333,36.0833333333,Africa,Surmic,Eastern Sudanic,False,False
fue,east2447,Futuna (East),-14.3333333333,-178.166666667,Papunesia,Oceanic,Austronesian,False,False
pit,pitj1243,Pitjantjatjara,-26,130,Australia,Western Pama-Nyungan,Pama-Nyungan,False,True
krh,krah1246,Krahô,-8,-48,South America,Ge-Kaingang,Macro-Ge,False,False
bxj,bayu1240,Bayungu,-23,114,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
dhl,dhal1245,Dhalandji,-22.08,115,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
ggd,guga1239,Gugadj,-18.5,140.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
vka,kari1304,Kariera,-20.5,118.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
kyt,kayt1238,Kaytej,-21,134,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
lnj,leni1238,Linngithig,-12.5,142.83,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
mrj,ngad1258,Mirniny,-31,129,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
nlr,ngar1286,Ngarla,-20,119,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
nly,nyam1271,Nyamal,-21,119,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
ump,umpi1239,Umpila,-13.5,143.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
wkw,waka1274,Wagawaga,-26.5,152.5,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
wbt,wanm1242,Wanman,-22,123,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
wru,waru1265,Warumungu,-19.5,134.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
ylr,yala1262,Yalarnnga,-22,140,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
agb,legb1242,Leggbó,6,8,Africa,Cross River,Niger-Congo,False,False
wec,wels1247,Welsh (Colloquial),52.75,-3.5833,Eurasia,Celtic,Indo-European,False,False
huc,huaa1248,Err:520,-25.5,25,Africa,Err:520,Kxa,False,False
tia,tima1241,Tima,11.6666666667,29.25,Africa,Katla-Tima,Kordofanian,False,False
wna,wann1242,Wan,7.8333333333,-5.8666666667,Africa,Eastern Mande,Mande,False,False
ddj,godi1239,Dadjriwalé,5.25,-5.6666666667,Africa,Kru,Niger-Congo,False,False
ney,neyo1238,Neyo,5,-6,Africa,Kru,Niger-Congo,False,False
jms,jams1239,Jamsay,14.4166666667,-2.5,Africa,Dogon,Dogon,False,False
nrg,nane1238,Nanerge,11.75,-5,Africa,Gur,Niger-Congo,False,False
wwa,waam1244,Waama,10.5833333333,1.6666666667,Africa,Gur,Niger-Congo,False,False
ncm,ntch1242,Ncàm,9.3333333333,0.6666666667,Africa,Gur,Niger-Congo,False,False
xsm,kase1253,Kàsim,11,-1.3333333333,Africa,Gur,Niger-Congo,False,False
mmi,mamb1294,Mambai,9.6666666667,14,Africa,Adamawa,Niger-Congo,False,False
myg,mayo1261,Mayogo,3,29,Africa,Ubangi,Niger-Congo,False,False
mnz,monz1249,Munzombo,3,18.4166666667,Africa,Ubangi,Niger-Congo,False,False
ajg,ajab1235,Ajagbe,7,1.75,Africa,Kwa,Niger-Congo,False,False
guw,gunn1250,Gungbe,6.5,2.5,Africa,Kwa,Niger-Congo,False,False
avk,avik1243,Avikam,5.1666666667,-5.5,Africa,Kwa,Niger-Congo,False,False
mkq,ngem1255,Mankon,6,10.1666666667,Africa,Bantoid,Niger-Congo,False,False
mdw,mbos1242,Mbosi,-1.25,15.5,Africa,Bantoid,Niger-Congo,False,False
bdu,budu1250,Budu,2,28,Africa,Bantoid,Niger-Congo,False,False
vif,vili1238,Vili,-5.5,14,Africa,Bantoid,Niger-Congo,False,False
kwy,sans1272,Iwoyo,-5.5,12.25,Africa,Bantoid,Niger-Congo,False,False
sku,suku1259,Suku,-6,17.6666666667,Africa,Bantoid,Niger-Congo,False,False
zag,zagh1240,Beria,16,23,Africa,Eastern Saharan,Saharan,False,False
mgq,mang1398,Mango,8.75,17,Africa,Bongo-Bagirmi,Central Sudanic,False,False
tsk,tama1365,Tamashek,20,-2,Africa,Berber,Afro-Asiatic,False,False
hna,mina1276,Mina,10.3333333333,13.8333333333,Africa,Biu-Mandara,Afro-Asiatic,False,False
sid,sida1246,Sidaama,6.6666666667,38.5,Africa,Highland East Cushitic,Afro-Asiatic,False,False
arj,gulf1241,Arabic (Kuwaiti),29.5,47.5,Eurasia,Semitic,Afro-Asiatic,False,False
ryu,cent2126,Shuri,26.5,127.5,Eurasia,Japanese,Japanese,False,False
bkb,bett1235,Betta Kurumba,11.5,76.75,Eurasia,Southern Dravidian,Dravidian,False,False
rji,raji1240,Raji,28,82.75,Eurasia,Raji-Raute,Sino-Tibetan,False,False
ksn,suoy1242,Kasong,12.75,102.116666667,Eurasia,Pearic,Austro-Asiatic,False,False
nmm,mana1288,Manange,28.5833333333,84,Eurasia,Bodic,Sino-Tibetan,False,False
tbx,seke1240,Tangbe,28.9166666667,83.75,Eurasia,Bodic,Sino-Tibetan,False,False
tdi,tibe1272,Tibetan (Dingri),28.5,86.5,Eurasia,Bodic,Sino-Tibetan,False,False
tdr,tibe1272,Tibetan (Drokpa),32.25,81.25,Eurasia,Bodic,Sino-Tibetan,False,False
amt,amdo1237,Amdo (Themchen),38,98,Eurasia,Bodic,Sino-Tibetan,False,False
shg,tibe1272,Shigatse,29,89,Eurasia,Bodic,Sino-Tibetan,False,False
rpa,tibe1272,Rang Pas,30.3333333333,79.3333333333,Eurasia,Bodic,Sino-Tibetan,False,False
xns,kana1283,Kanashi,32.0833333333,77.25,Eurasia,Bodic,Sino-Tibetan,False,False
wme,wamb1257,Wambule,29.25,85.9166666667,Eurasia,Mahakiranti,Sino-Tibetan,False,False
ybi,yamp1242,Yamphu,27.5833333333,87.3333333333,Eurasia,Mahakiranti,Sino-Tibetan,False,False
gyc,jiar1239,Gyarong (Cogtse),31.5,102,Eurasia,rGyalrong,Sino-Tibetan,False,False
rgc,jiar1239,rGyalrong (Caodeng),31.6666666667,101.75,Eurasia,rGyalrong,Sino-Tibetan,False,False
tvt,tuts1235,Tutsa,27.5,96.5,Eurasia,Northern Naga,Sino-Tibetan,False,False
ral,ralt1242,Ralte,23.75,92.75,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
mhl,misi1242,Miri (Hill):,27.9166666667,93.8333333333,Eurasia,Tani,Sino-Tibetan,False,False
lic,hlai1239,Hlai (Baoding),19,109.5,Eurasia,Hlai,Tai-Kadai,False,False
khn,khun1259,Khün,21,100,Eurasia,Kam-Tai,Tai-Kadai,False,False
smp,shom1245,Shompen,7,93.75,Eurasia,Shompen,Shompen,False,False
agd,dupa1235,Agta (Dupaningan),18,122.083333333,Papunesia,Greater Central Philippine,Austronesian,False,False
bgz,bong1289,Banggi,7.25,117.166666667,Papunesia,North Borneo,Austronesian,False,False
ttd,tetu1245,Tetun Dili,-8.5833333333,125.583333333,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
lab,labu1248,Labu,-6.75,146.916666667,Papunesia,Oceanic,Austronesian,False,False
vnm,vinm1237,Vinmavis,-16.1666666667,167.416666667,Papunesia,Oceanic,Austronesian,False,False
psw,port1285,Port Sandwich,-16.5,167.75,Papunesia,Oceanic,Austronesian,False,False
lmu,lame1260,Lamen,-16.5833333333,168.166666667,Papunesia,Oceanic,Austronesian,False,False
erk,sout2856,Efate (South),-17.75,168.416666667,Papunesia,Oceanic,Austronesian,False,False
ndr,fiji1243,Nadroga,-18.0833333333,177.416666667,Papunesia,Oceanic,Austronesian,False,False
mxe,mele1250,Ifira-Mele,-17.75,168.25,Papunesia,Oceanic,Austronesian,False,False
mpt,mian1256,Mian,-4.75,141.5,Papunesia,Ok,Trans-New Guinea,False,False
mkj,maka1316,Makasae,-8.6666666667,126.5,Papunesia,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,False,False
abv,abui1241,Abui,-8.25,124.666666667,Papunesia,Greater Alor,Timor-Alor-Pantar,False,False
adg,adan1251,Adang,-8.2,124,Papunesia,Greater Alor,Timor-Alor-Pantar,False,False
bdw,baha1258,Baham,-3.1666666667,132.666666667,Papunesia,West Bomberai,West Bomberai,False,False
dlm,dera1245,Dla (Menggwa),-3.55,141.033333333,Papunesia,Senagi,Senagi,False,False
brp,wara1302,Barupu,-3.0833333333,142.083333333,Papunesia,Warapu,Skou,False,False
fqs,fass1245,Momu,-3,141.583333333,Papunesia,Fas,Kwomtari-Baibai,False,False
kwt,nucl1593,Kwomtari,-3.5,141.5,Papunesia,Kwomtari,Kwomtari-Baibai,False,False
bio,naii1241,Nai,-3.7166666667,141.266666667,Papunesia,Kwomtari,Kwomtari-Baibai,False,False
amm,amap1240,Ama,-4.2166666667,141.616666667,Papunesia,Left May,Left May,False,False
owi,owin1240,Owininga,-4.5,141.75,Papunesia,Left May,Left May,False,False
urt,urat1244,Urat,-3.6666666667,142.833333333,Papunesia,Wapei-Palei,Torricelli,False,False
xbi,komb1272,Kombio,-3.5,142.75,Papunesia,Kombio-Arapesh,Torricelli,False,False
aoj,mufi1238,Mufian,-3.5,143,Papunesia,Kombio-Arapesh,Torricelli,False,False
kmz,kama1367,Kamasau,-3.9166666667,143.666666667,Papunesia,Marienberg,Torricelli,False,False
inn,yand1253,Innamincka,-27.75,140.75,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
msq,halk1245,Musqueam,49.1666666667,-123,North America,Central Salish,Salishan,False,False
tee,hueh1236,Tepehua (Huehuetla),20.5,-98,North America,Totonacan,Totonacan,False,False
mxx,None,Mixe (Ayutla),17.0833333333,-96.0833333333,North America,Mixe-Zoque,Mixe-Zoque,False,False
qum,sipa1247,Sipakapense,15.25,-91.75,North America,Mayan,Mayan,False,False
lec,leco1242,Leko,-15,-67.9166666667,South America,Leko,Leko,False,False
eme,emer1243,Émérillon,3.1666666667,-52.4166666667,South America,Tupi-Guaraní,Tupian,False,False
kyz,kaya1329,Kayabí,-11,-55.5,South America,Tupi-Guaraní,Tupian,False,False
kno,kano1245,Kanoê,-13.25,-61,South America,Kapixana,Kapixana,False,False
cpy,chip1262,Chipaya,-18.75,-67.8333333333,South America,Uru-Chipaya,Uru-Chipaya,False,False
kkq,kuik1246,Kuikúro,-12.4166666667,-53.0833333333,South America,Cariban,Cariban,False,False
pnx,pana1307,Panará,-10,-55,South America,Ge-Kaingang,Macro-Ge,False,False
kqq,kren1239,Krenak,-15.5,-41,South America,Botocudo,Macro-Ge,False,False
tsl,tanz1238,Tanzania Sign Language,-6,35,Africa,Sign Languages,other,False,False
kbi,inpu1234,Kabui,24.8333333333,94,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
nub,nubi1253,Nubi,0.6666666667,32.0833333333,Africa,Creoles and Pidgins,other,False,False
alg,algo1255,Algonquin,46,-77,North America,Algonquian,Algic,False,False
ega,egaa1242,Ega,5.5,-5.5,Africa,Kwa,Niger-Congo,False,False
kkl,beng1239,Kata Kolok,-8.25,115.166666667,Papunesia,Sign Languages,other,False,False
lii,ital1275,Lingua Italiana dei Segni,42,13,Eurasia,Sign Languages,other,False,False
kwm,kwaa1269,Kwami,10.4166666667,11,Africa,West Chadic,Afro-Asiatic,False,False
lgp,port1277,Língua Gestual Portuguesa,40,-8,Eurasia,Sign Languages,other,False,False
iga,inga1252,Inga,1,-77,South America,Quechuan,Quechuan,False,False
npn,naga1394,Naga Pidgin,25.6666666667,94,Eurasia,Creoles and Pidgins,other,False,False
qbo,boli1262,Quechua (Bolivian),-20,-66,South America,Quechuan,Quechuan,False,False
ics,icel1236,Icelandic Sign Language,65,-18,Eurasia,Sign Languages,other,False,False
ths,thai1240,Thai Sign Language,15,101,Eurasia,Sign Languages,other,False,False
kuz,mati1250,Kulamanen,7.75,125,Papunesia,Greater Central Philippine,Austronesian,False,False
bel,belh1239,Belhare,26.9666666667,87.3,Eurasia,Mahakiranti,Sino-Tibetan,False,False
goj,guja1253,Gojri,32.75,76.25,Eurasia,Indic,Indo-European,False,False
slg,sulu1241,Sulung,28.3333333333,93.25,Eurasia,Sulung,Sulung,False,False
klr,shah1254,Koluri,37,48,Eurasia,Iranian,Indo-European,False,False
ada,adam1238,Adamorobe Sign Language,5.8333333333,-0.1666666667,Africa,Sign Languages,other,False,False
emm,amii1238,Emmi,-13.5,130,Australia,Wagaydy,Western Daly,False,False
mbr,mbar1260,Mbara,11,15.4166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
fsl,finn1310,Finnish Sign Language,62,26,Eurasia,Sign Languages,other,False,False
lsf,fren1243,Langue des Signes Française,47,3,Eurasia,Sign Languages,other,False,False
ssl,kore1273,South Korean Sign Language,37,128,Eurasia,Sign Languages,other,False,False
blj,kaci1244,Baale,6.5,34.5,Africa,Surmic,Eastern Sudanic,False,False
kdz,coas1294,Kadazan,5.9166666667,117.166666667,Papunesia,North Borneo,Austronesian,False,False
mtg,mont1268,Montagnais,52,-65,North America,Algonquian,Algic,False,False
lsa,arge1236,Lengua de Señas Argentina,-34,-63,South America,Sign Languages,other,False,False
kym,nort2690,Krymchak,45,34.25,Eurasia,Turkic,Altaic,False,False
nsk,nask1242,Naskapi,56,-70,North America,Algonquian,Algic,False,False
laa,laal1242,Laal,10,17.6666666667,Africa,Laal,Laal,False,False
usl,urub1243,Urubú Sign Language,-2.3333333333,-46,South America,Sign Languages,other,False,False
kbt,kaba1276,Kabatei,36.75,49.4166666667,Eurasia,Iranian,Indo-European,False,False
pgl,ping1243,Pingilapese,6.2166666667,160.7,Papunesia,Oceanic,Austronesian,False,False
srb,sorb1249,Sorbian,51.5,14,Eurasia,Slavic,Indo-European,False,False
tgn,tugu1245,Tugun,-7.7166666667,126.75,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
krw,koro1312,Korowai,-5.25,140,Papunesia,Awju-Dumut,Trans-New Guinea,False,False
ise,isek1239,Isekiri,5.6666666667,5.5,Africa,Defoid,Niger-Congo,False,False
aus,aust1271,Auslan,-30,145,Australia,Sign Languages,other,False,False
nlu,ngar1287,Ngarluma,-20.8333333333,117.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
nph,narp1239,Nar-Phu,28.6666666667,84.25,Eurasia,Bodic,Sino-Tibetan,False,False
plg,nucl1291,Palaung,22.6666666667,96.6666666667,Eurasia,Palaung-Khmuic,Austro-Asiatic,False,False
lsq,queb1245,Langue des Signes Québecoise,48,-75,North America,Sign Languages,other,False,False
urm,urum1249,Urum,47.1166666667,37.55,Eurasia,Turkic,Altaic,False,False
imo,imon1245,Imonda,-3.3333333333,141.166666667,Papunesia,Border,Border,True,True
lsb,braz1236,Língua de Sinais Brasileira,-15,-48,South America,Sign Languages,other,False,False
sem,sumi1235,Sema,26,94.5,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
bok,boko1266,Boko,10.5,3.5,Africa,Eastern Mande,Mande,False,False
irs,iris1235,Irish Sign Language,53.5,-7.5,Eurasia,Sign Languages,other,False,False
bfi,bafi1243,Bafia,5,11.1666666667,Africa,Bantoid,Niger-Congo,False,False
ktb,kitu1246,Kituba,-5,17.5,Africa,Creoles and Pidgins,other,False,False
psl,plai1235,Plains-Indians Sign Language,40,-100,North America,Sign Languages,other,False,False
myo,mayo1264,Mayo,26,-108,North America,Cahita,Uto-Aztecan,False,False
kic,kick1244,Kickapoo,42.25,-84,North America,Algonquian,Algic,False,False
bsl,brit1235,British Sign Language,52,-1,Eurasia,Sign Languages,other,False,False
kag,kome1238,Komering,-3.1666666667,104.916666667,Papunesia,Lampungic,Austronesian,False,False
mts,mati1255,Matis,-4.4166666667,-70.25,South America,Panoan,Panoan,False,False
smd,sema1269,Semandang,-0.75,110.5,Papunesia,Land Dayak,Austronesian,False,False
gsl,gree1271,Greek Sign Language,38.5,22,Eurasia,Sign Languages,other,False,False
let,leti1246,Leti,-8.2,127.666666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
rsl,russ1255,Russian Sign Language,56,44,Eurasia,Sign Languages,other,False,False
kum,kuma1273,Kumauni,30,80,Eurasia,Indic,Indo-European,False,False
alt,swis1247,Alsatian,48.5,7.5,Eurasia,Germanic,Indo-European,False,False
jum,juma1249,Júma,-7.5,-64,South America,Tupi-Guaraní,Tupian,False,False
com,maor1244,Comorian,-12,44,Africa,Bantoid,Niger-Congo,False,False
mek,saki1248,Mekens,-12.5,-61.5,South America,Tupari,Tupian,False,False
ipk,paki1242,Indo-Pakistani Sign Language (Karachi dialect),28,68,Eurasia,Sign Languages,other,False,False
csl,chin1283,Chinese Sign Language,35,115,Eurasia,Sign Languages,other,False,False
sps,sout2965,Salish (Southern Puget Sound),47.25,-122.5,North America,Central Salish,Salishan,False,False
tui,turk1288,Türk Isaret Dili,39,34,Eurasia,Sign Languages,other,False,False
ugs,ugan1238,Ugandan Sign Language,1,32.5,Africa,Sign Languages,other,False,False
nzs,newz1236,New Zealand Sign Language,-43,172,Papunesia,Sign Languages,other,False,False
inr,west2618,Inuktitut (Rankin Inlet),63,-92,North America,Eskimo,Eskimo-Aleut,False,False
lam,peve1243,Lamé,9,14.5,Africa,Masa,Afro-Asiatic,False,False
ojs,seve1240,Ojibwa (Severn),53,-90,North America,Algonquian,Algic,False,False
nbh,ghul1238,Ghulfan,12,31,Africa,Nubian,Eastern Sudanic,False,False
nus,nusu1239,Nusu,26.75,99,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
tzi,taiw1241,Taiwanese Sign Language (Ziran Shouyu),24,121,Papunesia,Sign Languages,other,False,False
dar,dara1250,Darai,24,84,Eurasia,Indic,Indo-European,False,False
qcu,cusc1236,Quechua (Cuzco),-14.5,-71,South America,Quechuan,Quechuan,False,False
keo,keoo1238,Keo,-8.8333333333,121.25,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
aka,yaka1272,Aka,2.6666666667,16.25,Africa,Bantoid,Niger-Congo,False,False
mol,roma1327,Moldavian,47,29,Eurasia,Romance,Indo-European,False,False
ngw,ngaw1240,Ngawun,-19,141.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
wmn,weme1239,Wéménugbé,6.6666666667,2.5,Africa,Kwa,Niger-Congo,False,False
chn,chan1310,Chantyal,28.5833333333,83.4166666667,Eurasia,Bodic,Sino-Tibetan,False,False
vas,vasa1239,Vasavi,24.5,71.5,Eurasia,Indic,Indo-European,False,False
spo,spok1245,Spokane,47.6666666667,-117.75,North America,Interior Salish,Salishan,False,False
smn,cree1270,Seminole,33,-84,North America,Muskogean,Muskogean,False,False
svt,swed1236,Svenska Teckenspråket,59,15,Eurasia,Sign Languages,other,False,False
gug,koka1244,Gugada,-30,134,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
pri,prin1242,Príncipense,1.6166666667,7.3666666667,Africa,Creoles and Pidgins,other,False,False
buk,buku1249,Bukusu,0.75,34.6666666667,Africa,Bantoid,Niger-Congo,False,False
ani,anii1246,//Ani,-18.9166666667,21.9166666667,Africa,Khoe-Kwadi,Khoe-Kwadi,False,False
atb,aral1243,Aralle-Tabulahan,-2.75,119.25,Papunesia,South Sulawesi,Austronesian,False,False
ned,dutc1253,Nederlandse Gebarentaal,52.25,5.5,Eurasia,Sign Languages,other,False,False
hlb,halb1244,Halbi,21,81,Eurasia,Indic,Indo-European,False,False
hua,yaga1260,Hua,-6.3333333333,145.333333333,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
nte,norw1255,Norsk Tegnspråk,61,9,Eurasia,Sign Languages,other,False,False
gny,guny1241,Gunya,-26.5,146.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
mms,mama1276,Mamasa,-3.0833333333,119.666666667,Papunesia,South Sulawesi,Austronesian,False,False
iss,isra1236,Israeli Sign Language,32,34.8333333333,Eurasia,Sign Languages,other,False,False
shd,sher1257,Sherdukpen,27,92.5,Eurasia,Western Arunachal,Sino-Tibetan,False,False
kkr,kiri1256,Kirikiri,-3,137.166666667,Papunesia,Lakes Plain,Lakes Plain,False,False
ksl,keny1241,Kenyan Sign Language,0,38,Africa,Sign Languages,other,False,False
dge,germ1281,Deutsche Gebärdensprache,52,11,Eurasia,Sign Languages,other,False,False
mcf,mich1243,Michif,52,-100.166666667,North America,Algonquian,Algic,False,False
mnj,mart1256,Mantjiltjara,-22.6666666667,125.083333333,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
hli,halk1245,Halkomelem (Island),49.2,-123,North America,Central Salish,Salishan,False,False
bly,nija1241,Balyku,-22,120,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
guf,gupa1247,Gupapuyngu,-12,136,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
wgg,wang1290,Wangkangurru,-27,137,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
bgm,bang1363,Bangime,14.9166666667,-3.8333333333,Africa,Bangime,Bangime,False,False
kgy,kyer1238,Kyirong,28.4166666667,85.3333333333,Eurasia,Bodic,Sino-Tibetan,False,False
knz,kham1282,Kham (Tibetan) (Nangchen),32.5,96.5,Eurasia,Bodic,Sino-Tibetan,False,False
khd,kham1282,Kham (Dege),31.8333333333,98.5833333333,Eurasia,Bodic,Sino-Tibetan,False,False
bwc,west2560,Bajau (West Coast),6.3333333333,116.333333333,Papunesia,Sama-Bajaw,Austronesian,False,False
mqf,momu1241,Momuna,-4.8333333333,139.25,Papunesia,Momuna,Trans-New Guinea,False,False
csk,jola1262,Diola-Kasa,12.5,-16.75,Africa,Northern Atlantic,Niger-Congo,False,False
nbm,ngba1284,Ngbaka (Ma'bo),3.56,18.36,Africa,Ubangi,Niger-Congo,False,False
cea,swam1239,Cree (Swampy),56,-90,North America,Algonquian,Algic,False,False
bnu,bula1255,Bularnu,-21,138,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
wom,womo1238,Womo,-2.9166666667,141.833333333,Papunesia,Serra Hills,Skou,False,False
hks,hong1241,Hong Kong Sign Language,22.5,114,Eurasia,Sign Languages,other,False,False
